spends_0,spends_1,spends_2,purchases_0,purchases_1,purchases_2,cltv
406.692,0.0,0.0,1.0,0.0,0.0,406.692
1405.305,733.392,412.335,2.0,1.0,1.0,4586.472
778.8,0.0,0.0,1.0,0.0,0.0,778.8
395.01,206.25,0.0,2.0,1.0,0.0,601.26
1732.401,0.0,404.613,2.0,0.0,1.0,5348.277
319.44,0.0,0.0,1.0,0.0,0.0,319.44
363.825,0.0,0.0,1.0,0.0,0.0,363.825
684.75,0.0,0.0,1.0,0.0,0.0,684.75
1308.219,0.0,796.422,2.0,0.0,1.0,3385.371
82.632,0.0,0.0,1.0,0.0,0.0,82.632
514.8,0.0,0.0,1.0,0.0,0.0,514.8
1255.65,0.0,0.0,1.0,0.0,0.0,1255.65
2331.252,996.468,0.0,2.0,1.0,0.0,4253.568
358.05,0.0,0.0,1.0,0.0,0.0,358.05
375.21000000000004,0.0,0.0,1.0,0.0,0.0,895.092
665.775,0.0,0.0,1.0,0.0,0.0,1513.149
2416.293,0.0,0.0,2.0,0.0,0.0,3118.962
224.73000000000002,0.0,0.0,1.0,0.0,0.0,224.73000000000002
2557.5,0.0,0.0,1.0,0.0,0.0,2557.5
753.291,0.0,0.0,1.0,0.0,0.0,753.291
1044.714,0.0,0.0,1.0,0.0,0.0,1044.714
369.435,0.0,0.0,1.0,0.0,0.0,369.435
364.98,0.0,0.0,1.0,0.0,0.0,881.364
502.722,0.0,0.0,1.0,0.0,0.0,502.722
942.0509999999999,0.0,0.0,1.0,0.0,0.0,942.0509999999999
1448.04,0.0,1513.1490000000001,2.0,0.0,1.0,4272.972
1890.273,0.0,0.0,1.0,0.0,0.0,1890.273
738.21,0.0,0.0,1.0,0.0,0.0,3287.2290000000003
2444.64,0.0,1501.632,1.0,0.0,1.0,5791.071
1078.506,0.0,0.0,1.0,0.0,0.0,1078.506
1488.366,0.0,0.0,2.0,0.0,0.0,2343.957
1144.44,0.0,1367.19,1.0,0.0,1.0,3106.884
1653.333,0.0,0.0,1.0,0.0,0.0,1653.333
660.957,0.0,0.0,1.0,0.0,0.0,660.957
184.635,0.0,0.0,1.0,0.0,0.0,184.635
357.885,0.0,0.0,1.0,0.0,0.0,357.885
1533.906,1274.526,0.0,1.0,1.0,0.0,4139.1900000000005
511.5,0.0,0.0,1.0,0.0,0.0,511.5
815.562,0.0,0.0,1.0,0.0,0.0,815.562
374.55,0.0,0.0,1.0,0.0,0.0,374.55
1682.505,0.0,0.0,2.0,0.0,0.0,1682.505
409.662,0.0,0.0,1.0,0.0,0.0,409.662
1391.28,0.0,823.515,1.0,0.0,1.0,2214.795
368.115,0.0,0.0,2.0,0.0,0.0,368.115
850.41,0.0,0.0,1.0,0.0,0.0,850.41
591.03,0.0,0.0,1.0,0.0,0.0,591.03
4255.35,0.0,0.0,1.0,0.0,0.0,4255.35
1407.78,0.0,0.0,1.0,0.0,0.0,1407.78
1153.5149999999999,0.0,0.0,1.0,0.0,0.0,1153.5149999999999
520.905,0.0,0.0,1.0,0.0,0.0,520.905
919.38,0.0,1972.806,1.0,0.0,1.0,2892.186
251.85600000000002,0.0,124.575,1.0,0.0,1.0,376.43100000000004
4729.989,0.0,0.0,2.0,0.0,0.0,4729.989
2821.665,1420.98,2103.585,3.0,2.0,2.0,9451.53
823.581,0.0,0.0,1.0,0.0,0.0,823.581
834.24,0.0,0.0,1.0,0.0,0.0,834.24
601.425,0.0,0.0,1.0,0.0,0.0,601.425
659.505,0.0,0.0,1.0,0.0,0.0,659.505
1613.172,0.0,0.0,4.0,0.0,0.0,1613.172
2416.788,374.22,0.0,1.0,1.0,0.0,2791.008
1024.848,0.0,0.0,1.0,0.0,0.0,1024.848
643.929,0.0,0.0,1.0,0.0,0.0,643.929
512.061,0.0,0.0,1.0,0.0,0.0,512.061
626.3399999999999,0.0,0.0,1.0,0.0,0.0,1122.1319999999998
